Epoch [1/30], Iter [1/18], Batch [1/50], Loss: -0.0059, P_Loss: 0.0064, N_Loss: -0.0123, IPR: 0.3599
Epoch [1/30], Iter [1/18], Batch [2/50], Loss: -0.0037, P_Loss: 0.0072, N_Loss: -0.0109, IPR: 0.4086
Epoch [1/30], Iter [1/18], Batch [3/50], Loss: -0.0083, P_Loss: 0.0100, N_Loss: -0.0183, IPR: 0.3982
Epoch [1/30], Iter [1/18], Batch [4/50], Loss: -0.0003, P_Loss: 0.0083, N_Loss: -0.0086, IPR: 0.4406
Epoch [1/30], Iter [1/18], Batch [5/50], Loss: -0.0081, P_Loss: 0.0094, N_Loss: -0.0175, IPR: 0.4356
Epoch [1/30], Iter [1/18], Batch [6/50], Loss: -0.0016, P_Loss: 0.0058, N_Loss: -0.0075, IPR: 0.4234
Epoch [1/30], Iter [1/18], Batch [7/50], Loss: -0.0045, P_Loss: 0.0076, N_Loss: -0.0121, IPR: 0.2865
Epoch [1/30], Iter [1/18], Batch [8/50], Loss: -0.0130, P_Loss: 0.0046, N_Loss: -0.0175, IPR: 0.3241
Epoch [1/30], Iter [1/18], Batch [9/50], Loss: -0.0066, P_Loss: 0.0085, N_Loss: -0.0151, IPR: 0.2893
Epoch [1/30], Iter [1/18], Batch [10/50], Loss: -0.0333, P_Loss: 0.0038, N_Loss: -0.0372, IPR: 0.3569
Epoch [1/30], Iter [1/18], Batch [11/50], Loss: -0.0107, P_Loss: 0.0083, N_Loss: -0.0190, IPR: 0.2578
Epoch [1/30], Iter [1/18], Batch [12/50], Loss: -0.0677, P_Loss: 0.0015, N_Loss: -0.0692, IPR: 0.3202
Epoch [1/30], Iter [1/18], Batch [13/50], Loss: -0.0261, P_Loss: 0.0048, N_Loss: -0.0309, IPR: 0.3008
Epoch [1/30], Iter [1/18], Batch [14/50], Loss: -0.0092, P_Loss: 0.0018, N_Loss: -0.0111, IPR: 0.2900
Epoch [1/30], Iter [1/18], Batch [15/50], Loss: -0.0245, P_Loss: 0.0054, N_Loss: -0.0299, IPR: 0.2791
Epoch [1/30], Iter [1/18], Batch [16/50], Loss: -0.0300, P_Loss: 0.0074, N_Loss: -0.0374, IPR: 0.2946
Epoch [1/30], Iter [1/18], Batch [17/50], Loss: -0.0021, P_Loss: 0.0075, N_Loss: -0.0095, IPR: 0.3400
Epoch [1/30], Iter [1/18], Batch [18/50], Loss: -0.0029, P_Loss: 0.0048, N_Loss: -0.0077, IPR: 0.3267
Epoch [1/30], Iter [1/18], Batch [19/50], Loss: -0.0248, P_Loss: 0.0083, N_Loss: -0.0331, IPR: 0.3000
Epoch [1/30], Iter [1/18], Batch [20/50], Loss: -0.0162, P_Loss: 0.0046, N_Loss: -0.0208, IPR: 0.2610
Epoch [1/30], Iter [1/18], Batch [21/50], Loss: -0.0145, P_Loss: 0.0067, N_Loss: -0.0212, IPR: 0.2690
Epoch [1/30], Iter [1/18], Batch [22/50], Loss: -0.0246, P_Loss: 0.0040, N_Loss: -0.0286, IPR: 0.3716
Epoch [1/30], Iter [1/18], Batch [23/50], Loss: -0.0030, P_Loss: 0.0032, N_Loss: -0.0062, IPR: 0.2327
Epoch [1/30], Iter [1/18], Batch [24/50], Loss: -0.0257, P_Loss: 0.0066, N_Loss: -0.0323, IPR: 0.2817
Epoch [1/30], Iter [1/18], Batch [25/50], Loss: -0.0637, P_Loss: 0.0018, N_Loss: -0.0655, IPR: 0.3316
Epoch [1/30], Iter [1/18], Batch [26/50], Loss: -0.0066, P_Loss: 0.0070, N_Loss: -0.0135, IPR: 0.1964
Epoch [1/30], Iter [1/18], Batch [27/50], Loss: -0.0151, P_Loss: 0.0082, N_Loss: -0.0234, IPR: 0.2640
Epoch [1/30], Iter [1/18], Batch [28/50], Loss: -0.0350, P_Loss: 0.0061, N_Loss: -0.0411, IPR: 0.2610
Epoch [1/30], Iter [1/18], Batch [29/50], Loss: -0.0006, P_Loss: 0.0083, N_Loss: -0.0089, IPR: 0.2767
Epoch [1/30], Iter [1/18], Batch [30/50], Loss: 0.0001, P_Loss: 0.0031, N_Loss: -0.0030, IPR: 0.1562
Epoch [1/30], Iter [1/18], Batch [31/50], Loss: -0.0013, P_Loss: 0.0069, N_Loss: -0.0082, IPR: 0.3803
Epoch [1/30], Iter [1/18], Batch [32/50], Loss: -0.0176, P_Loss: 0.0070, N_Loss: -0.0246, IPR: 0.3410
Epoch [1/30], Iter [1/18], Batch [33/50], Loss: -0.0028, P_Loss: 0.0051, N_Loss: -0.0079, IPR: 0.3237
